,Country,Region,Var,Year,Value
1527,Turkmenistan,Commonwealth of Independent States,Healthy life expectancy,2020,62.21170807
1528,Uganda,Sub-Saharan Africa,Healthy life expectancy,2020,55.70820236
1529,Ukraine,Commonwealth of Independent States,Healthy life expectancy,2020,64.60678101
1530,United Arab Emirates,Middle East and North Africa,Healthy life expectancy,2020,67.08278656
1531,United Kingdom,Western Europe,Healthy life expectancy,2020,72.30160522
1532,United States,North America and ANZ,Healthy life expectancy,2020,68.29949951
1533,Uruguay,Latin America and Caribbean,Healthy life expectancy,2020,69.00254822
1534,Uzbekistan,Commonwealth of Independent States,Healthy life expectancy,2020,65.10757446
1535,Venezuela,Latin America and Caribbean,Healthy life expectancy,2020,66.50534058
1536,Vietnam,Southeast Asia,Healthy life expectancy,2020,67.9527359
1537,Yemen,Middle East and North Africa,Healthy life expectancy,2020,56.72728348
1538,Zambia,Sub-Saharan Africa,Healthy life expectancy,2020,55.29937744
1539,Zimbabwe,Sub-Saharan Africa,Healthy life expectancy,2020,55.61725998
1540,Afghanistan,South Asia,Healthy life expectancy,2021,52.493
1541,Albania,Central and Eastern Europe,Healthy life expectancy,2021,68.999
1542,Algeria,Middle East and North Africa,Healthy life expectancy,2021,66.005
1543,Argentina,Latin America and Caribbean,Healthy life expectancy,2021,69.0
1544,Armenia,Commonwealth of Independent States,Healthy life expectancy,2021,67.055
1545,Australia,North America and ANZ,Healthy life expectancy,2021,73.9
1546,Austria,Western Europe,Healthy life expectancy,2021,73.3
1547,Azerbaijan,Commonwealth of Independent States,Healthy life expectancy,2021,65.656
1548,Bahrain,Middle East and North Africa,Healthy life expectancy,2021,69.495
1549,Bangladesh,South Asia,Healthy life expectancy,2021,64.8
1550,Belarus,Commonwealth of Independent States,Healthy life expectancy,2021,66.253
1551,Belgium,Western Europe,Healthy life expectancy,2021,72.199
1552,Benin,Sub-Saharan Africa,Healthy life expectancy,2021,54.713
1553,Bolivia,Latin America and Caribbean,Healthy life expectancy,2021,63.901
1554,Bosnia and Herzegovina,Central and Eastern Europe,Healthy life expectancy,2021,68.098
1555,Botswana,Sub-Saharan Africa,Healthy life expectancy,2021,59.269
1556,Brazil,Latin America and Caribbean,Healthy life expectancy,2021,66.601
1557,Bulgaria,Central and Eastern Europe,Healthy life expectancy,2021,67.0
1558,Burkina Faso,Sub-Saharan Africa,Healthy life expectancy,2021,54.151
1559,Burundi,Sub-Saharan Africa,Healthy life expectancy,2021,53.4
1560,Cambodia,Southeast Asia,Healthy life expectancy,2021,62.0
1561,Cameroon,Sub-Saharan Africa,Healthy life expectancy,2021,53.515
1562,Canada,North America and ANZ,Healthy life expectancy,2021,73.8
1563,Central African Republic,Sub-Saharan Africa,Healthy life expectancy,2021,
1564,Chad,Sub-Saharan Africa,Healthy life expectancy,2021,48.478
1565,Chile,Latin America and Caribbean,Healthy life expectancy,2021,70.0
1566,China,East Asia,Healthy life expectancy,2021,69.593
1567,Colombia,Latin America and Caribbean,Healthy life expectancy,2021,68.001
1568,Comoros,Sub-Saharan Africa,Healthy life expectancy,2021,57.349
1569,Congo (Brazzaville),Sub-Saharan Africa,Healthy life expectancy,2021,58.221
1570,Congo (Kinshasa),Sub-Saharan Africa,Healthy life expectancy,2021,
1571,Costa Rica,Latin America and Caribbean,Healthy life expectancy,2021,71.4
1572,Croatia,Central and Eastern Europe,Healthy life expectancy,2021,70.799
1573,Cyprus,Western Europe,Healthy life expectancy,2021,73.898
1574,Czech Republic,Central and Eastern Europe,Healthy life expectancy,2021,70.807
1575,Denmark,Western Europe,Healthy life expectancy,2021,72.7
1576,Dominican Republic,Latin America and Caribbean,Healthy life expectancy,2021,66.102
1577,Ecuador,Latin America and Caribbean,Healthy life expectancy,2021,68.8
1578,Egypt,Middle East and North Africa,Healthy life expectancy,2021,61.998
1579,El Salvador,Latin America and Caribbean,Healthy life expectancy,2021,66.402
1580,Estonia,Central and Eastern Europe,Healthy life expectancy,2021,68.8
1581,Ethiopia,Sub-Saharan Africa,Healthy life expectancy,2021,59.0
1582,Finland,Western Europe,Healthy life expectancy,2021,72.0
1583,France,Western Europe,Healthy life expectancy,2021,74.0
1584,Gabon,Sub-Saharan Africa,Healthy life expectancy,2021,59.962
1585,Gambia,Sub-Saharan Africa,Healthy life expectancy,2021,55.16
1586,Georgia,Commonwealth of Independent States,Healthy life expectancy,2021,64.3
1587,Germany,Western Europe,Healthy life expectancy,2021,72.5
1588,Ghana,Sub-Saharan Africa,Healthy life expectancy,2021,57.586
1589,Greece,Western Europe,Healthy life expectancy,2021,72.6
1590,Guatemala,Latin America and Caribbean,Healthy life expectancy,2021,64.958
1591,Guinea,Sub-Saharan Africa,Healthy life expectancy,2021,55.008
1592,Haiti,Latin America and Caribbean,Healthy life expectancy,2021,55.7
1593,Honduras,Latin America and Caribbean,Healthy life expectancy,2021,67.3
1594,Hong Kong S.A.R. of China,East Asia,Healthy life expectancy,2021,76.82
1595,Hungary,Central and Eastern Europe,Healthy life expectancy,2021,68.0
1596,Iceland,Western Europe,Healthy life expectancy,2021,73.0
1597,India,South Asia,Healthy life expectancy,2021,60.633
1598,Indonesia,Southeast Asia,Healthy life expectancy,2021,62.236
1599,Iran,Middle East and North Africa,Healthy life expectancy,2021,66.3
1600,Iraq,Middle East and North Africa,Healthy life expectancy,2021,60.583
1601,Ireland,Western Europe,Healthy life expectancy,2021,72.4
1602,Israel,Middle East and North Africa,Healthy life expectancy,2021,73.503
1603,Italy,Western Europe,Healthy life expectancy,2021,73.8
1604,Ivory Coast,Sub-Saharan Africa,Healthy life expectancy,2021,50.114
1605,Jamaica,Latin America and Caribbean,Healthy life expectancy,2021,67.5
1606,Japan,East Asia,Healthy life expectancy,2021,75.1
1607,Jordan,Middle East and North Africa,Healthy life expectancy,2021,67.0
1608,Kazakhstan,Commonwealth of Independent States,Healthy life expectancy,2021,65.2
1609,Kenya,Sub-Saharan Africa,Healthy life expectancy,2021,60.704
1610,Kosovo,Central and Eastern Europe,Healthy life expectancy,2021,63.813
1611,Kuwait,Middle East and North Africa,Healthy life expectancy,2021,66.9
1612,Kyrgyzstan,Commonwealth of Independent States,Healthy life expectancy,2021,64.401
1613,Laos,Southeast Asia,Healthy life expectancy,2021,58.968
1614,Latvia,Central and Eastern Europe,Healthy life expectancy,2021,67.1
1615,Lebanon,Middle East and North Africa,Healthy life expectancy,2021,67.355
1616,Lesotho,Sub-Saharan Africa,Healthy life expectancy,2021,48.7
1617,Liberia,Sub-Saharan Africa,Healthy life expectancy,2021,56.498
1618,Libya,Middle East and North Africa,Healthy life expectancy,2021,62.3
1619,Lithuania,Central and Eastern Europe,Healthy life expectancy,2021,67.906
1620,Luxembourg,Western Europe,Healthy life expectancy,2021,72.6
1621,Macedonia,Central and Eastern Europe,Healthy life expectancy,2021,
1622,Madagascar,Sub-Saharan Africa,Healthy life expectancy,2021,59.305
1623,Malawi,Sub-Saharan Africa,Healthy life expectancy,2021,57.948
1624,Malaysia,Southeast Asia,Healthy life expectancy,2021,67.102
1625,Maldives,South Asia,Healthy life expectancy,2021,70.6
1626,Mali,Sub-Saharan Africa,Healthy life expectancy,2021,51.969
1627,Malta,Western Europe,Healthy life expectancy,2021,72.2
1628,Mauritania,Sub-Saharan Africa,Healthy life expectancy,2021,57.161
1629,Mauritius,Sub-Saharan Africa,Healthy life expectancy,2021,66.701
1630,Mexico,Latin America and Caribbean,Healthy life expectancy,2021,68.597
1631,Moldova,Commonwealth of Independent States,Healthy life expectancy,2021,65.699
1632,Mongolia,East Asia,Healthy life expectancy,2021,62.5
1633,Montenegro,Central and Eastern Europe,Healthy life expectancy,2021,68.699
1634,Morocco,Middle East and North Africa,Healthy life expectancy,2021,66.208
1635,Mozambique,Sub-Saharan Africa,Healthy life expectancy,2021,54.706
1636,Myanmar,Southeast Asia,Healthy life expectancy,2021,59.302
1637,Namibia,Sub-Saharan Africa,Healthy life expectancy,2021,56.799
1638,Nepal,South Asia,Healthy life expectancy,2021,64.233
1639,Netherlands,Western Europe,Healthy life expectancy,2021,72.4
1640,New Zealand,North America and ANZ,Healthy life expectancy,2021,73.4
1641,Nicaragua,Latin America and Caribbean,Healthy life expectancy,2021,67.657
1642,Niger,Sub-Saharan Africa,Healthy life expectancy,2021,53.78
1643,Nigeria,Sub-Saharan Africa,Healthy life expectancy,2021,50.102
1644,North Cyprus,Western Europe,Healthy life expectancy,2021,73.898
1645,North Macedonia,Central and Eastern Europe,Healthy life expectancy,2021,65.474
1646,Norway,Western Europe,Healthy life expectancy,2021,73.3
1647,Pakistan,South Asia,Healthy life expectancy,2021,58.709
1648,Palestinian Territories,Middle East and North Africa,Healthy life expectancy,2021,62.25
1649,Panama,Latin America and Caribbean,Healthy life expectancy,2021,69.652
1650,Paraguay,Latin America and Caribbean,Healthy life expectancy,2021,65.9
1651,Peru,Latin America and Caribbean,Healthy life expectancy,2021,68.25
1652,Philippines,Southeast Asia,Healthy life expectancy,2021,62.0
1653,Poland,Central and Eastern Europe,Healthy life expectancy,2021,69.702
1654,Portugal,Western Europe,Healthy life expectancy,2021,72.6
1655,Romania,Central and Eastern Europe,Healthy life expectancy,2021,67.355
1656,Russia,Commonwealth of Independent States,Healthy life expectancy,2021,64.703
1657,Rwanda,Sub-Saharan Africa,Healthy life expectancy,2021,61.4
1658,Saudi Arabia,Middle East and North Africa,Healthy life expectancy,2021,66.603
1659,Senegal,Sub-Saharan Africa,Healthy life expectancy,2021,59.802
1660,Serbia,Central and Eastern Europe,Healthy life expectancy,2021,68.6
1661,Sierra Leone,Sub-Saharan Africa,Healthy life expectancy,2021,51.651
1662,Singapore,Southeast Asia,Healthy life expectancy,2021,76.953
1663,Slovakia,Central and Eastern Europe,Healthy life expectancy,2021,69.201
1664,Slovenia,Central and Eastern Europe,Healthy life expectancy,2021,71.4
1665,South Africa,Sub-Saharan Africa,Healthy life expectancy,2021,56.904
1666,South Korea,East Asia,Healthy life expectancy,2021,73.9
1667,South Sudan,Sub-Saharan Africa,Healthy life expectancy,2021,
1668,Spain,Western Europe,Healthy life expectancy,2021,74.7
1669,Sri Lanka,South Asia,Healthy life expectancy,2021,67.299
1670,Swaziland,Sub-Saharan Africa,Healthy life expectancy,2021,50.833
1671,Sweden,Western Europe,Healthy life expectancy,2021,72.7
1672,Switzerland,Western Europe,Healthy life expectancy,2021,74.4
1673,Taiwan Province of China,East Asia,Healthy life expectancy,2021,69.6
1674,Tajikistan,Commonwealth of Independent States,Healthy life expectancy,2021,64.281
1675,Tanzania,Sub-Saharan Africa,Healthy life expectancy,2021,57.999
1676,Thailand,Southeast Asia,Healthy life expectancy,2021,67.401
1677,Togo,Sub-Saharan Africa,Healthy life expectancy,2021,54.914
1678,Trinidad and Tobago,Latin America and Caribbean,Healthy life expectancy,2021,
1679,Tunisia,Middle East and North Africa,Healthy life expectancy,2021,67.201
1680,Turkey,Middle East and North Africa,Healthy life expectancy,2021,67.199
1681,Turkmenistan,Commonwealth of Independent States,Healthy life expectancy,2021,62.409
1682,Uganda,Sub-Saharan Africa,Healthy life expectancy,2021,56.101
1683,Ukraine,Commonwealth of Independent States,Healthy life expectancy,2021,64.902
1684,United Arab Emirates,Middle East and North Africa,Healthy life expectancy,2021,67.333
1685,United Kingdom,Western Europe,Healthy life expectancy,2021,72.5
1686,United States,North America and ANZ,Healthy life expectancy,2021,68.2
1687,Uruguay,Latin America and Caribbean,Healthy life expectancy,2021,69.1
1688,Uzbekistan,Commonwealth of Independent States,Healthy life expectancy,2021,65.255
1689,Venezuela,Latin America and Caribbean,Healthy life expectancy,2021,66.7
1690,Vietnam,Southeast Asia,Healthy life expectancy,2021,68.034
1691,Yemen,Middle East and North Africa,Healthy life expectancy,2021,57.122
1692,Zambia,Sub-Saharan Africa,Healthy life expectancy,2021,55.809
1693,Zimbabwe,Sub-Saharan Africa,Healthy life expectancy,2021,56.201
1694,Afghanistan,South Asia,Healthy life expectancy,% Change,-0.1844459968118093
1695,Albania,Central and Eastern Europe,Healthy life expectancy,% Change,0.4233304824449097
1696,Algeria,Middle East and North Africa,Healthy life expectancy,% Change,0.1514687444815505
1697,Argentina,Latin America and Caribbean,Healthy life expectancy,% Change,0.2851550392560355
1698,Armenia,Commonwealth of Independent States,Healthy life expectancy,% Change,0.4559413909090079
1699,Australia,North America and ANZ,Healthy life expectancy,% Change,0.4014182388599072
1700,Austria,Western Europe,Healthy life expectancy,% Change,0.407516934429072
1701,Azerbaijan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.22531467733928204
1702,Bahrain,Middle East and North Africa,Healthy life expectancy,% Change,1.452554744525554
1703,Bangladesh,South Asia,Healthy life expectancy,% Change,0.46033931984649057
1704,Belarus,Commonwealth of Independent States,Healthy life expectancy,% Change,0.22489907328231648
1705,Belgium,Western Europe,Healthy life expectancy,% Change,0.2740937959323362
1706,Benin,Sub-Saharan Africa,Healthy life expectancy,% Change,0.7374629839743
1707,Bolivia,Latin America and Caribbean,Healthy life expectancy,% Change,0.4725255849714978
1708,Bosnia and Herzegovina,Central and Eastern Europe,Healthy life expectancy,% Change,0.42747674120219137
1709,Botswana,Sub-Saharan Africa,Healthy life expectancy,% Change,0.5847254206552129
1710,Brazil,Latin America and Caribbean,Healthy life expectancy,% Change,0.1817631358153367
1711,Bulgaria,Central and Eastern Europe,Healthy life expectancy,% Change,0.29342867888499574
1712,Burkina Faso,Sub-Saharan Africa,Healthy life expectancy,% Change,0.4853382083512606
1713,Burundi,Sub-Saharan Africa,Healthy life expectancy,% Change,-2.8651684547902583e-06
1714,Cambodia,Southeast Asia,Healthy life expectancy,% Change,0.7639070087178412
1715,Cameroon,Sub-Saharan Africa,Healthy life expectancy,% Change,1.5369701354450582
1716,Canada,North America and ANZ,Healthy life expectancy,% Change,0.26955847189174215
1717,Central African Republic,Sub-Saharan Africa,Healthy life expectancy,% Change,
1718,Chad,Sub-Saharan Africa,Healthy life expectancy,% Change,0.5339237487981368
1719,Chile,Latin America and Caribbean,Healthy life expectancy,% Change,0.14217397599142037
1720,China,East Asia,Healthy life expectancy,% Change,0.4384634751161109
1721,Colombia,Latin America and Caribbean,Healthy life expectancy,% Change,0.4452243542971479
1722,Comoros,Sub-Saharan Africa,Healthy life expectancy,% Change,-1.825663585252611e-05
1723,Congo (Brazzaville),Sub-Saharan Africa,Healthy life expectancy,% Change,0.5119071552262558
1724,Congo (Kinshasa),Sub-Saharan Africa,Healthy life expectancy,% Change,
1725,Costa Rica,Latin America and Caribbean,Healthy life expectancy,% Change,0.14046248253520371
1726,Croatia,Central and Eastern Europe,Healthy life expectancy,% Change,0.8318678373871238
1727,Cyprus,Western Europe,Healthy life expectancy,% Change,0.26563006845071474
1728,Czech Republic,Central and Eastern Europe,Healthy life expectancy,% Change,1.0836358055240118
1729,Denmark,Western Europe,Healthy life expectancy,% Change,0.4108919079970942
1730,Dominican Republic,Latin America and Caribbean,Healthy life expectancy,% Change,0.4475364753057283
1731,Ecuador,Latin America and Caribbean,Healthy life expectancy,% Change,0.4379002670672273
1732,Egypt,Middle East and North Africa,Healthy life expectancy,% Change,0.3526191263198889
1733,El Salvador,Latin America and Caribbean,Healthy life expectancy,% Change,0.4443300807916231
1734,Estonia,Central and Eastern Europe,Healthy life expectancy,% Change,0.28429785088425225
1735,Ethiopia,Sub-Saharan Africa,Healthy life expectancy,% Change,0.6146168015527994
1736,Finland,Western Europe,Healthy life expectancy,% Change,0.1379323523900344
1737,France,Western Europe,Healthy life expectancy,% Change,0.26837604541024107
1738,Gabon,Sub-Saharan Africa,Healthy life expectancy,% Change,0.41306026458931705
1739,Gambia,Sub-Saharan Africa,Healthy life expectancy,% Change,0.269002501549825
1740,Georgia,Commonwealth of Independent States,Healthy life expectancy,% Change,-0.30267169269417304
1741,Germany,Western Europe,Healthy life expectancy,% Change,0.41270488720410015
1742,Ghana,Sub-Saharan Africa,Healthy life expectancy,% Change,0.667808135818624
1743,Greece,Western Europe,Healthy life expectancy,% Change,0.2689608805977331
1744,Guatemala,Latin America and Caribbean,Healthy life expectancy,% Change,0.22999186407057876
1745,Guinea,Sub-Saharan Africa,Healthy life expectancy,% Change,0.9917783692594736
1746,Haiti,Latin America and Caribbean,Healthy life expectancy,% Change,0.18233332150175255
1747,Honduras,Latin America and Caribbean,Healthy life expectancy,% Change,0.15064469495334265
1748,Hong Kong S.A.R. of China,East Asia,Healthy life expectancy,% Change,0.0629064700382554
1749,Hungary,Central and Eastern Europe,Healthy life expectancy,% Change,0.5768822401205052
1750,Iceland,Western Europe,Healthy life expectancy,% Change,0.0
1751,India,South Asia,Healthy life expectancy,% Change,0.6938663654972911
1752,Indonesia,Southeast Asia,Healthy life expectancy,% Change,0.1289509204625682
1753,Iran,Middle East and North Africa,Healthy life expectancy,% Change,0.4451868699520086
1754,Iraq,Middle East and North Africa,Healthy life expectancy,% Change,1.134241324908713
1755,Ireland,Western Europe,Healthy life expectancy,% Change,0.13721996887844573
1756,Israel,Middle East and North Africa,Healthy life expectancy,% Change,0.41358277292425966
1757,Italy,Western Europe,Healthy life expectancy,% Change,0.2694441454140672
1758,Ivory Coast,Sub-Saharan Africa,Healthy life expectancy,% Change,1.2326883916605402
1759,Jamaica,Latin America and Caribbean,Healthy life expectancy,% Change,0.5961274800607268
1760,Japan,East Asia,Healthy life expectancy,% Change,0.13203972083670415
1761,Jordan,Middle East and North Africa,Healthy life expectancy,% Change,0.2997746491010658
1762,Kazakhstan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.9132299687765478
1763,Kenya,Sub-Saharan Africa,Healthy life expectancy,% Change,1.0101489797429337
1764,Kosovo,Central and Eastern Europe,Healthy life expectancy,% Change,-0.1135706963700234
1765,Kuwait,Middle East and North Africa,Healthy life expectancy,% Change,0.19822955632431855
1766,Kyrgyzstan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.4601589741356404
1767,Laos,Southeast Asia,Healthy life expectancy,% Change,0.4395802238117767
1768,Latvia,Central and Eastern Europe,Healthy life expectancy,% Change,0.4378783145738348
1769,Lebanon,Middle East and North Africa,Healthy life expectancy,% Change,0.3701832968200224
1770,Lesotho,Sub-Saharan Africa,Healthy life expectancy,% Change,1.4506738919967244
1771,Liberia,Sub-Saharan Africa,Healthy life expectancy,% Change,0.7160658073247747
1772,Libya,Middle East and North Africa,Healthy life expectancy,% Change,1.2199037049841155e-06
1773,Lithuania,Central and Eastern Europe,Healthy life expectancy,% Change,0.9093296696760786
1774,Luxembourg,Western Europe,Healthy life expectancy,% Change,2.107438049357369e-06
1775,Macedonia,Central and Eastern Europe,Healthy life expectancy,% Change,
1776,Madagascar,Sub-Saharan Africa,Healthy life expectancy,% Change,0.33765632165905035
1777,Malawi,Sub-Saharan Africa,Healthy life expectancy,% Change,0.6165902302727195
1778,Malaysia,Southeast Asia,Healthy life expectancy,% Change,-0.00023485086867621222
1779,Maldives,South Asia,Healthy life expectancy,% Change,2.167138845250527e-06
1780,Mali,Sub-Saharan Africa,Healthy life expectancy,% Change,0.4678755072904663
1781,Malta,Western Europe,Healthy life expectancy,% Change,4.2243769148361076e-06
1782,Mauritania,Sub-Saharan Africa,Healthy life expectancy,% Change,0.26455344698583527
1783,Mauritius,Sub-Saharan Africa,Healthy life expectancy,% Change,0.44674389981328966
1784,Mexico,Latin America and Caribbean,Healthy life expectancy,% Change,0.4362778290018807
1785,Moldova,Commonwealth of Independent States,Healthy life expectancy,% Change,1.055149099124823
1786,Mongolia,East Asia,Healthy life expectancy,% Change,0.313805144197606
1787,Montenegro,Central and Eastern Europe,Healthy life expectancy,% Change,0.28268127242616653
1788,Morocco,Middle East and North Africa,Healthy life expectancy,% Change,0.47310706788710327
1789,Mozambique,Sub-Saharan Africa,Healthy life expectancy,% Change,0.9227385392149944
1790,Myanmar,Southeast Asia,Healthy life expectancy,% Change,0.5771340572549142
1791,Namibia,Sub-Saharan Africa,Healthy life expectancy,% Change,0.5265565243550775
1792,Nepal,South Asia,Healthy life expectancy,% Change,0.7115509948848582
1793,Netherlands,Western Europe,Healthy life expectancy,% Change,0.13704033357525364
1794,New Zealand,North America and ANZ,Healthy life expectancy,% Change,0.26962270679833533
1795,Nicaragua,Latin America and Caribbean,Healthy life expectancy,% Change,0.2219330471844626
1796,Niger,Sub-Saharan Africa,Healthy life expectancy,% Change,0.5231852916601714
1797,Nigeria,Sub-Saharan Africa,Healthy life expectancy,% Change,0.4815139448586661
1798,North Cyprus,Western Europe,Healthy life expectancy,% Change,0.26563006845071474
1799,North Macedonia,Central and Eastern Europe,Healthy life expectancy,% Change,
1800,Norway,Western Europe,Healthy life expectancy,% Change,0.13554120083413662
1801,Pakistan,South Asia,Healthy life expectancy,% Change,0.7825575648050735
1802,Palestinian Territories,Middle East and North Africa,Healthy life expectancy,% Change,0.0
1803,Panama,Latin America and Caribbean,Healthy life expectancy,% Change,0.07038189661058969
1804,Paraguay,Latin America and Caribbean,Healthy life expectancy,% Change,0.39619423256208997
1805,Peru,Latin America and Caribbean,Healthy life expectancy,% Change,0.21991849223719667
1806,Philippines,Southeast Asia,Healthy life expectancy,% Change,0.11826610672391227
1807,Poland,Central and Eastern Europe,Healthy life expectancy,% Change,0.5639291056508237
1808,Portugal,Western Europe,Healthy life expectancy,% Change,0.27344081134996173
1809,Romania,Central and Eastern Europe,Healthy life expectancy,% Change,0.21986138110742284
1810,Russia,Commonwealth of Independent States,Healthy life expectancy,% Change,0.9399991752695257
1811,Rwanda,Sub-Saharan Africa,Healthy life expectancy,% Change,0.49289565605094254
1812,Saudi Arabia,Middle East and North Africa,Healthy life expectancy,% Change,0.44921813960594453
1813,Senegal,Sub-Saharan Africa,Healthy life expectancy,% Change,0.3403544925058368
1814,Serbia,Central and Eastern Europe,Healthy life expectancy,% Change,0.5714612931347017
1815,Sierra Leone,Sub-Saharan Africa,Healthy life expectancy,% Change,1.5449817624241573
1816,Singapore,Southeast Asia,Healthy life expectancy,% Change,0.19324278404573425
1817,Slovakia,Central and Eastern Europe,Healthy life expectancy,% Change,0.4276216722174826
1818,Slovenia,Central and Eastern Europe,Healthy life expectancy,% Change,0.41771914703131724
1819,South Africa,Sub-Saharan Africa,Healthy life expectancy,% Change,0.7043286655616977
1820,South Korea,East Asia,Healthy life expectancy,% Change,0.4038847483072561
1821,South Sudan,Sub-Saharan Africa,Healthy life expectancy,% Change,
1822,Spain,Western Europe,Healthy life expectancy,% Change,0.39956883312427016
1823,Sri Lanka,South Asia,Healthy life expectancy,% Change,0.14722365090263909
1824,Swaziland,Sub-Saharan Africa,Healthy life expectancy,% Change,-0.6939802307984416
1825,Sweden,Western Europe,Healthy life expectancy,% Change,0.13668031525303506
1826,Switzerland,Western Europe,Healthy life expectancy,% Change,0.401542054275396
1827,Taiwan Province of China,East Asia,Healthy life expectancy,% Change,2.1982758983092947e-06
1828,Tajikistan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.2751887598531176
1829,Tanzania,Sub-Saharan Africa,Healthy life expectancy,% Change,0.8747124439347949
1830,Thailand,Southeast Asia,Healthy life expectancy,% Change,0.22364844474418133
1831,Togo,Sub-Saharan Africa,Healthy life expectancy,% Change,0.3547188249868861
1832,Trinidad and Tobago,Latin America and Caribbean,Healthy life expectancy,% Change,
1833,Tunisia,Middle East and North Africa,Healthy life expectancy,% Change,0.4531420594892124
1834,Turkey,Middle East and North Africa,Healthy life expectancy,% Change,0.44270666662395136
1835,Turkmenistan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.317129903872769
1836,Uganda,Sub-Saharan Africa,Healthy life expectancy,% Change,0.7050983937008837
1837,Ukraine,Commonwealth of Independent States,Healthy life expectancy,% Change,0.4569473751591189
1838,United Arab Emirates,Middle East and North Africa,Healthy life expectancy,% Change,0.37299201901250895
1839,United Kingdom,Western Europe,Healthy life expectancy,% Change,0.27439885932867397
1840,United States,North America and ANZ,Healthy life expectancy,% Change,-0.14568117001418582
1841,Uruguay,Latin America and Caribbean,Healthy life expectancy,% Change,0.14122924806964485
1842,Uzbekistan,Commonwealth of Independent States,Healthy life expectancy,% Change,0.2264337770570365
1843,Venezuela,Latin America and Caribbean,Healthy life expectancy,% Change,0.2926974259546117
1844,Vietnam,Southeast Asia,Healthy life expectancy,% Change,0.11958915108230797
1845,Yemen,Middle East and North Africa,Healthy life expectancy,% Change,0.6958142463126509
1846,Zambia,Sub-Saharan Africa,Healthy life expectancy,% Change,0.9215701579153199
1847,Zimbabwe,Sub-Saharan Africa,Healthy life expectancy,% Change,1.0495663040752345
1848,Afghanistan,South Asia,Logged GDP per capita,2020,7.462860584
1849,Albania,Central and Eastern Europe,Logged GDP per capita,2020,9.417930603
1850,Algeria,Middle East and North Africa,Logged GDP per capita,2020,9.537964821
1851,Argentina,Latin America and Caribbean,Logged GDP per capita,2020,9.810955048
1852,Armenia,Commonwealth of Independent States,Logged GDP per capita,2020,9.100476265
1853,Australia,North America and ANZ,Logged GDP per capita,2020,10.72059631
1854,Austria,Western Europe,Logged GDP per capita,2020,10.7428236
1855,Azerbaijan,Commonwealth of Independent States,Logged GDP per capita,2020,9.687726974
1856,Bahrain,Middle East and North Africa,Logged GDP per capita,2020,10.67638016
1857,Bangladesh,South Asia,Logged GDP per capita,2020,8.287063599
1858,Belarus,Commonwealth of Independent States,Logged GDP per capita,2020,9.779945374
1859,Belgium,Western Europe,Logged GDP per capita,2020,10.6736393
1860,Benin,Sub-Saharan Africa,Logged GDP per capita,2020,7.674319744
1861,Bolivia,Latin America and Caribbean,Logged GDP per capita,2020,8.851115227
1862,Bosnia and Herzegovina,Central and Eastern Europe,Logged GDP per capita,2020,9.455817223
1863,Botswana,Sub-Saharan Africa,Logged GDP per capita,2020,9.711203575
1864,Brazil,Latin America and Caribbean,Logged GDP per capita,2020,9.56643486
1865,Bulgaria,Central and Eastern Europe,Logged GDP per capita,2020,9.869318962
1866,Burkina Faso,Sub-Saharan Africa,Logged GDP per capita,2020,7.46854496
1867,Burundi,Sub-Saharan Africa,Logged GDP per capita,2020,6.492642403
1868,Cambodia,Southeast Asia,Logged GDP per capita,2020,8.249890327
1869,Cameroon,Sub-Saharan Africa,Logged GDP per capita,2020,8.118647575
1870,Canada,North America and ANZ,Logged GDP per capita,2020,10.69236851
1871,Central African Republic,Sub-Saharan Africa,Logged GDP per capita,2020,6.625160217
1872,Chad,Sub-Saharan Africa,Logged GDP per capita,2020,7.467963696
1873,Chile,Latin America and Caribbean,Logged GDP per capita,2020,10.0320549
1874,China,East Asia,Logged GDP per capita,2020,9.688568115
1875,Colombia,Latin America and Caribbean,Logged GDP per capita,2020,9.500369072
1876,Comoros,Sub-Saharan Africa,Logged GDP per capita,2020,7.833630085
1877,Congo (Brazzaville),Sub-Saharan Africa,Logged GDP per capita,2020,8.536987305
1878,Congo (Kinshasa),Sub-Saharan Africa,Logged GDP per capita,2020,6.694256306
1879,Costa Rica,Latin America and Caribbean,Logged GDP per capita,2020,9.658156395
1880,Croatia,Central and Eastern Europe,Logged GDP per capita,2020,10.07087517
1881,Cyprus,Western Europe,Logged GDP per capita,2020,10.40570259
1882,Czech Republic,Central and Eastern Europe,Logged GDP per capita,2020,10.40416336
1883,Denmark,Western Europe,Logged GDP per capita,2020,10.77400112
1884,Dominican Republic,Latin America and Caribbean,Logged GDP per capita,2020,9.664880753
1885,Ecuador,Latin America and Caribbean,Logged GDP per capita,2020,9.246058464
1886,Egypt,Middle East and North Africa,Logged GDP per capita,2020,9.316541672
1887,El Salvador,Latin America and Caribbean,Logged GDP per capita,2020,8.909075737
1888,Estonia,Central and Eastern Europe,Logged GDP per capita,2020,10.34001732
1889,Ethiopia,Sub-Saharan Africa,Logged GDP per capita,2020,7.509385586
1890,Finland,Western Europe,Logged GDP per capita,2020,10.63926697
1891,France,Western Europe,Logged GDP per capita,2020,10.58422279
